symbol,stage,quality_score,quality_grade,last_close,last_date,P0_base_level,BOS1_date,BOS1_price,P1_resistance,Retest_date,Retest_price,Reaccum_bars,Reversal_date,Reversal_price,num_reversals,volatility_contracted,atr_contraction_ratio,distance_to_p1_pct,BOS2_date,BOS2_price,bars_since_bos2,confluence_score,bos1_weekly_confluence,nse_volume_gainer,volume_gainer_source,volume_surge_multiple,today_volume,avg_volume_20d,volume_vs_avg_multiple,entry_date,entry_price_ref,stop_loss,risk_pct,target_price,target_pct,reward_risk,exit_by_min_date,exit_by_max_date,notes
KSB,BASING,30.0,D - Weak / Low-Quality,767.2,2026-09-17,837.6,2026-04-02,838.3,1011.5,2026-05-06,873.05,95,2026-09-01,828.2,5,False,0.84,24.15,,,,2/9,1/3,False,,,4442.0,157479.0,0.03,,,,,,,,,,"Re-accumulating 95d, still 24.2% below P1=1011.50"
REDINGTON,IN_RETEST,63.7,C - Moderate / Watch,397.4,2026-09-17,378.8,2026-09-10,392.0,403.25,2026-09-11,384.2,4,,,0,False,0.97,1.45,,,,8/9,3/3,False,,,803502.0,6261571.0,0.13,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
SYRMA,IN_RETEST,63.7,C - Moderate / Watch,1612.5,2026-09-17,1543.0,2026-09-08,1639.2,1660.0,2026-09-11,1556.1,4,,,0,False,0.99,2.86,,,,9/9,2/3,True,nse,0.93,1100327.0,934249.0,1.18,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
FINCABLES,IN_RETEST,63.7,C - Moderate / Watch,1383.0,2026-09-17,1374.0,2026-09-10,1418.4,1498.0,2026-09-16,1299.1,1,,,0,False,1.03,7.68,,,,8/9,3/3,False,,,103275.0,1131612.0,0.09,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
MAHSEAMLES,IN_RETEST,63.7,C - Moderate / Watch,718.45,2026-09-17,695.8,2026-09-10,718.95,738.6,2026-09-16,674.15,1,,,0,False,1.04,2.73,,,,8/9,3/3,False,,,65371.0,442267.0,0.15,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
CENTUM,IN_RETEST,63.7,C - Moderate / Watch,4397.9,2026-09-17,3968.8,2026-09-07,4376.9,4420.0,2026-09-11,4082.5,2,,,0,False,1.06,0.5,,,,8/9,3/3,False,,,20826.0,95066.0,0.22,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
SHAREINDIA,IN_RETEST,63.7,C - Moderate / Watch,206.87,2026-09-17,197.36,2026-09-11,198.93,207.36,2026-09-16,188.05,1,,,0,False,1.08,0.24,,,,8/9,3/3,False,,,2026307.0,5685683.0,0.36,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
FILATEX,IN_RETEST,63.7,C - Moderate / Watch,90.5,2026-09-17,87.27,2026-09-11,87.41,90.9,2026-09-15,80.05,2,,,0,False,1.07,0.44,,,,8/9,3/3,False,,,1066182.0,4408982.0,0.24,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
VSSL,IN_RETEST,63.7,C - Moderate / Watch,415.75,2026-09-17,375.95,2026-09-10,392.0,423.85,2026-09-11,381.25,4,,,0,False,0.99,1.91,,,,8/9,3/3,False,,,155505.0,566479.0,0.27,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
NRAIL,IN_RETEST,63.7,C - Moderate / Watch,636.0,2026-09-17,574.0,2026-09-04,584.0,650.0,2026-09-11,561.65,3,,,0,False,1.18,2.15,,,,8/9,3/3,False,,,1667.0,30879.0,0.05,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
ROSSTECH,IN_RETEST,60.4,C - Moderate / Watch,1400.3,2026-09-17,1172.0,2026-09-08,1218.0,1241.7,2026-09-10,1177.1,3,,,0,False,1.04,-12.77,,,,8/9,2/3,False,,,144641.0,222221.0,0.65,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
HATSUN,IN_RETEST,60.3,C - Moderate / Watch,1234.8,2026-09-17,1222.0,2026-09-11,1224.4,1349.7,2026-09-17,1205.8,0,,,0,False,1.06,8.51,,,,7/9,3/3,False,,,6015.0,149241.0,0.04,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
INNOVACAP,IN_RETEST,60.3,C - Moderate / Watch,1156.1,2026-09-17,1120.0,2026-09-03,1125.4,1200.0,2026-09-16,1080.2,1,,,0,False,1.01,3.66,,,,7/9,3/3,False,,,3303.0,95180.0,0.03,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
VENUSPIPES,IN_RETEST,60.3,C - Moderate / Watch,1995.2,2026-09-17,1875.0,2026-09-08,1949.9,1998.0,2026-09-10,1909.6,4,,,0,False,1.0,0.14,,,,7/9,3/3,False,,,99709.0,178545.0,0.56,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
CONFIPET,IN_RETEST,60.3,C - Moderate / Watch,87.12,2026-09-17,88.27,2026-09-09,90.66,91.3,2026-09-11,86.95,2,,,0,False,1.0,4.58,,,,7/9,3/3,False,,,279860.0,4371721.0,0.06,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
KROSS,IN_RETEST,60.3,C - Moderate / Watch,233.62,2026-09-17,231.0,2026-09-10,231.54,243.29,2026-09-17,224.85,0,,,0,False,1.03,3.97,,,,7/9,3/3,False,,,114191.0,890965.0,0.13,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
MMP,IN_RETEST,60.3,C - Moderate / Watch,467.65,2026-09-17,429.95,2026-09-08,478.5,485.0,2026-09-10,436.8,3,,,0,False,1.06,3.58,,,,7/9,3/3,False,,,4980.0,130524.0,0.04,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
EMUDHRA,IN_RETEST,57.0,C - Moderate / Watch,627.8,2026-09-17,565.0,2026-09-15,592.85,677.0,2026-09-17,610.2,0,,,0,False,1.1,7.27,,,,7/9,2/3,False,,,1142404.0,1738054.0,0.66,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
PARAGMILK,IN_RETEST,57.0,C - Moderate / Watch,273.0,2026-09-17,263.8,2026-09-10,264.85,276.75,2026-09-16,246.3,1,,,0,False,1.14,1.36,,,,7/9,2/3,False,,,313473.0,1873282.0,0.17,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
LAURUSLABS,IN_RETEST,53.7,C - Moderate / Watch,1927.3,2026-09-17,1949.0,2026-09-11,1969.0,1981.8,2026-09-16,1863.5,1,,,0,False,0.99,2.75,,,,6/9,2/3,False,,,135443.0,3508961.0,0.04,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
CGCL,IN_RETEST,53.7,C - Moderate / Watch,264.25,2026-09-17,264.53,2026-09-03,271.7,287.45,2026-09-15,254.25,1,,,0,False,0.92,8.07,,,,5/9,3/3,False,,,315593.0,7647240.0,0.04,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
SMLMAH,IN_RETEST,53.7,C - Moderate / Watch,6137.5,2026-09-17,5987.9,2026-09-04,6298.5,6654.0,2026-09-11,6064.5,4,,,0,False,1.03,7.76,,,,5/9,3/3,False,,,11723.0,106863.0,0.11,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
NITINSPIN,IN_RETEST,53.7,C - Moderate / Watch,632.55,2026-09-17,649.55,2026-09-08,655.1,665.5,2026-09-11,636.55,2,,,0,False,0.99,4.95,,,,6/9,2/3,False,,,3041.0,167663.0,0.02,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
IGPL,IN_RETEST,53.7,C - Moderate / Watch,538.9,2026-09-17,541.0,2026-09-01,548.35,590.0,2026-09-11,535.7,2,,,0,False,1.04,8.66,,,,5/9,3/3,False,,,5042.0,120740.0,0.04,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
SMCGLOBAL,IN_RETEST,53.7,C - Moderate / Watch,82.03,2026-09-17,83.59,2026-09-08,85.31,86.77,2026-09-10,82.5,4,,,0,False,1.24,5.46,,,,5/9,3/3,False,,,110645.0,2414338.0,0.05,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
WENDT,IN_RETEST,53.7,C - Moderate / Watch,8801.0,2026-09-17,8682.5,2026-09-11,8812.5,9100.0,2026-09-17,8609.5,0,,,0,False,1.03,3.29,,,,6/9,2/3,False,,,3090.0,15664.0,0.2,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
ANDHRAPAP,IN_RETEST,53.7,C - Moderate / Watch,74.09,2026-09-17,70.15,2026-09-07,72.2,79.79,2026-09-09,67.5,4,,,0,False,1.16,7.14,,,,6/9,2/3,False,,,62767.0,3541928.0,0.02,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
DOLPHIN,IN_RETEST,50.4,C - Moderate / Watch,642.65,2026-09-17,669.95,2026-09-04,674.0,731.0,2026-09-11,627.2,2,,,0,False,1.04,12.09,,,,5/9,2/3,False,,,1479.0,90861.0,0.02,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
UNIMECH,IN_RETEST,50.3,C - Moderate / Watch,1548.0,2026-09-17,1555.0,2026-09-08,1629.6,1652.8,2026-09-11,1531.0,3,,,0,False,0.98,6.34,,,,4/9,3/3,False,,,25281.0,211752.0,0.12,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
MANORAMA,IN_RETEST,47.0,D - Weak / Low-Quality,1948.0,2026-09-17,2043.0,2026-09-08,2132.9,2149.5,2026-09-17,1903.7,0,,,0,False,0.9,9.37,,,,4/9,2/3,False,,,22749.0,288167.0,0.08,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
PCJEWELLER,IN_RETEST,47.0,D - Weak / Low-Quality,12.71,2026-09-17,11.5,2026-09-04,11.86,14.44,2026-09-16,11.81,1,,,0,False,1.08,11.98,,,,5/9,1/3,False,,,49196217.0,345581253.0,0.14,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
MARINE,IN_RETEST,47.0,D - Weak / Low-Quality,382.35,2026-09-17,395.0,2026-08-28,406.8,450.0,2026-09-11,390.0,4,,,0,False,1.1,15.03,,,,4/9,2/3,False,,,78751.0,961408.0,0.08,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
DYCL,IN_RETEST,47.0,D - Weak / Low-Quality,446.0,2026-09-17,472.95,2026-08-28,487.6,560.0,2026-09-11,442.05,4,,,0,False,1.09,20.36,,,,4/9,2/3,False,,,103013.0,1235255.0,0.08,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
CHENNPETRO,IN_RETEST,43.7,D - Weak / Low-Quality,1455.3,2026-09-17,1489.7,2026-09-09,1604.4,1677.5,2026-09-16,1412.0,1,,,0,False,1.04,13.25,,,,2/9,3/3,False,,,520608.0,1678510.0,0.31,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
OFSS,IN_RETEST,40.4,D - Weak / Low-Quality,11445.0,2026-09-17,11979.0,2026-08-28,12190.0,12540.0,2026-09-09,11550.0,4,,,0,False,0.93,8.73,,,,2/9,2/3,False,,,14949.0,210474.0,0.07,,,,,,,,,,Just bounced off the retest zone; too early to call re-accumulation
BLSE,STALE_BOS2,76.3,B - Good Setup,317.8,2026-09-17,287.7,2026-07-27,288.32,293.0,2026-07-28,280.24,17,2026-08-20,321.1,1,False,0.94,0.0,2026-08-20,321.1,20.0,7/9,3/3,False,,,35878.0,309286.0,0.12,,,,,,,,,,Breakout already played out (beyond recency window)
MACPOWER,STALE_BOS2,76.3,B - Good Setup,1919.0,2026-09-17,1578.8,2026-08-06,1581.0,1850.0,2026-08-13,1666.1,11,2026-08-28,2007.1,1,False,1.16,0.0,2026-08-28,2007.1,12.0,7/9,3/3,False,,,4387.0,42783.0,0.1,,,,,,,,,,Breakout already played out (beyond recency window)
SAKAR,STALE_BOS2,73.0,B - Good Setup,1144.45,2026-09-17,577.95,2026-04-10,589.45,639.8,2026-04-16,568.0,21,2026-05-12,569.65,1,False,1.41,0.0,2026-05-15,696.7,87.0,7/9,2/3,False,,,17798.0,179096.0,0.1,,,,,,,,,,Breakout already played out (beyond recency window)
LALPATHLAB,STALE_BOS2,69.7,B - Good Setup,1910.7,2026-09-17,1803.0,2026-07-27,1827.2,1894.9,2026-07-28,1790.1,25,2026-08-26,1937.3,1,False,0.9,0.0,2026-09-01,1904.4,11.0,5/9,3/3,False,,,28946.0,238568.0,0.12,,,,,,,,,,Breakout already played out (beyond recency window)
MAYURUNIQ,STALE_BOS2,69.7,B - Good Setup,762.1,2026-09-17,648.0,2026-05-20,692.25,738.3,2026-05-22,682.0,12,2026-06-09,798.85,1,False,1.12,0.0,2026-06-09,798.85,71.0,5/9,3/3,False,,,15833.0,105013.0,0.15,,,,,,,,,,Breakout already played out (beyond recency window)
GANDHAR,STALE_BOS2,69.7,B - Good Setup,263.15,2026-09-17,218.0,2026-07-20,228.32,238.0,2026-07-22,228.76,29,2026-08-03,231.64,1,False,1.33,0.0,2026-09-01,261.8,10.0,5/9,3/3,False,,,46985.0,895179.0,0.05,,,,,,,,,,Breakout already played out (beyond recency window)
WELCORP,STALE_BOS2,69.0,B - Good Setup,2460.3,2026-09-17,1539.0,2026-07-06,1543.6,1698.8,2026-07-17,1576.0,14,2026-07-28,1643.1,2,False,1.35,0.0,2026-08-06,1819.6,30.0,6/9,3/3,False,,,284823.0,3384404.0,0.08,,,,,,,,,,Breakout already played out (beyond recency window)
GOODLUCK,STALE_BOS2,69.0,B - Good Setup,514.8,2026-09-17,429.73,2026-05-04,433.47,491.67,2026-05-13,430.0,28,2026-06-03,447.87,2,False,1.21,0.0,2026-06-22,494.43,62.0,6/9,3/3,False,,,51022.0,694718.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
MOREPENLAB,STALE_BOS2,69.0,B - Good Setup,116.61,2026-09-17,54.2,2026-06-29,54.66,63.4,2026-07-06,58.62,21,2026-07-27,56.66,2,False,1.7,0.0,2026-08-04,69.18,32.0,7/9,2/3,False,,,4655566.0,20531491.0,0.23,,,,,,,,,,Breakout already played out (beyond recency window)
BHAGYANGR,STALE_BOS2,68.4,B - Good Setup,446.5,2026-09-17,351.9,2026-06-17,359.5,415.2,2026-06-25,357.2,22,2026-07-16,389.95,3,False,1.08,0.0,2026-07-27,426.7,36.0,8/9,2/3,False,,,42309.0,160665.0,0.26,,,,,,,,,,Breakout already played out (beyond recency window)
PFOCUS,STALE_BOS2,68.3,B - Good Setup,325.25,2026-09-17,250.0,2026-02-03,257.46,267.5,2026-02-05,254.04,30,2026-03-20,276.65,3,False,1.12,0.0,2026-03-20,276.65,124.0,7/9,3/3,False,,,374588.0,1061006.0,0.35,,,,,,,,,,Breakout already played out (beyond recency window)
VBL,STALE_BOS2,67.7,B - Good Setup,414.2,2026-09-17,511.65,2026-04-27,518.85,534.7,2026-05-05,499.8,13,2026-05-14,505.15,1,True,0.75,0.0,2026-05-22,539.45,83.0,3/9,2/3,False,,,398489.0,6919500.0,0.06,,,,,,,,,,Breakout already played out (beyond recency window)
COALINDIA,STALE_BOS2,66.3,B - Good Setup,420.7,2026-09-17,461.55,2026-03-12,470.1,476.0,2026-03-18,449.2,26,2026-03-30,450.45,1,False,0.89,0.0,2026-04-29,479.9,101.0,4/9,3/3,False,,,245447.0,10604654.0,0.02,,,,,,,,,,Breakout already played out (beyond recency window)
J&KBANK,STALE_BOS2,66.3,B - Good Setup,149.58,2026-09-17,145.0,2026-06-03,148.65,158.4,2026-06-11,151.4,15,2026-07-02,164.7,1,False,1.22,0.0,2026-07-02,164.7,54.0,4/9,3/3,False,,,195849.0,1773982.0,0.11,,,,,,,,,,Breakout already played out (beyond recency window)
JSFB,STALE_BOS2,66.3,B - Good Setup,519.7,2026-09-17,521.05,2026-07-20,531.6,569.8,2026-07-24,525.0,20,2026-08-13,571.15,1,False,1.13,0.0,2026-08-21,582.35,17.0,4/9,3/3,False,,,104073.0,965669.0,0.11,,,,,,,,,,Breakout already played out (beyond recency window)
GESHIP,STALE_BOS2,66.0,B - Good Setup,1402.9,2026-09-17,1509.0,2026-04-29,1554.6,1600.0,2026-05-05,1514.8,9,2026-05-18,1696.5,1,False,1.03,0.0,2026-05-18,1696.5,88.0,6/9,3/3,False,,,62003.0,886717.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
EMIL,STALE_BOS2,65.7,B - Good Setup,184.7,2026-09-17,129.1,2026-07-02,136.9,143.65,2026-07-08,128.51,20,2026-08-04,133.17,2,False,1.28,0.0,2026-08-05,147.56,28.0,6/9,2/3,False,,,212085.0,1885179.0,0.11,,,,,,,,,,Breakout already played out (beyond recency window)
SEAMECLTD,STALE_BOS2,65.7,B - Good Setup,1707.4,2026-09-17,1463.9,2026-04-02,1495.7,1549.9,2026-04-07,1480.2,16,2026-04-29,1571.9,2,False,0.92,0.0,2026-04-30,1592.3,96.0,5/9,3/3,False,,,1673.0,117201.0,0.01,,,,,,,,,,Breakout already played out (beyond recency window)
XPROINDIA,STALE_BOS2,65.7,B - Good Setup,1271.4,2026-09-17,1233.0,2026-06-16,1393.8,1492.9,2026-06-19,1288.2,30,2026-07-31,1500.4,2,False,0.91,0.0,2026-07-31,1500.4,32.0,5/9,3/3,False,,,1964.0,166486.0,0.01,,,,,,,,,,Breakout already played out (beyond recency window)
IZMO,STALE_BOS2,65.7,B - Good Setup,931.35,2026-09-17,923.35,2026-06-08,963.25,1011.4,2026-06-11,896.15,23,2026-07-10,1009.9,2,False,1.3,0.0,2026-07-14,1072.3,44.0,5/9,3/3,False,,,57497.0,147555.0,0.39,,,,,,,,,,Breakout already played out (beyond recency window)
STOVEKRAFT,STALE_BOS2,65.6,B - Good Setup,842.15,2026-09-17,681.0,2026-06-18,687.75,800.0,2026-07-23,733.65,12,2026-08-06,800.2,2,False,1.22,0.0,2026-08-10,808.85,25.0,7/9,1/3,False,,,11754.0,159566.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
PREMEXPLN,STALE_BOS2,65.0,B - Good Setup,671.75,2026-09-17,614.4,2026-05-25,714.6,779.5,2026-05-29,675.0,21,2026-06-29,808.5,3,False,0.78,0.0,2026-06-29,808.5,55.0,6/9,3/3,False,,,97647.0,211839.0,0.46,,,,,,,,,,Breakout already played out (beyond recency window)
METROPOLIS,STALE_BOS2,63.4,C - Moderate / Watch,588.6,2026-09-17,529.58,2026-05-08,549.5,574.9,2026-05-11,544.0,57,2026-07-28,585.5,3,False,1.05,0.0,2026-07-29,591.6,33.0,8/9,2/3,False,,,7749.0,275128.0,0.03,,,,,,,,,,Breakout already played out (beyond recency window)
GVT&D,STALE_BOS2,63.0,C - Moderate / Watch,4317.9,2026-09-17,4849.0,2026-05-22,4849.5,4945.9,2026-05-26,4776.0,18,2026-06-03,4964.5,1,False,0.99,0.0,2026-06-19,5533.5,64.0,3/9,3/3,False,,,38947.0,950000.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
JSWINFRA,STALE_BOS2,63.0,C - Moderate / Watch,326.5,2026-09-17,295.8,2026-06-17,299.3,343.45,2026-06-29,318.1,10,2026-07-09,323.9,1,False,1.04,0.0,2026-07-13,351.2,48.0,4/9,2/3,False,,,94233.0,2140111.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
THERMAX,STALE_BOS2,63.0,C - Moderate / Watch,3552.4,2026-09-17,4880.0,2026-05-29,4982.7,5075.0,2026-06-01,4800.0,20,2026-06-12,4726.3,1,False,0.92,0.0,2026-06-29,5125.1,58.0,3/9,3/3,False,,,5420.0,111355.0,0.05,,,,,,,,,,Breakout already played out (beyond recency window)
MEDANTA,STALE_BOS2,63.0,C - Moderate / Watch,1424.0,2026-09-17,1369.7,2026-07-23,1378.2,1475.8,2026-08-05,1405.1,16,2026-08-26,1458.9,1,False,1.22,0.0,2026-08-27,1508.9,12.0,3/9,3/3,False,,,11302.0,283103.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
NUVAMA,STALE_BOS2,63.0,C - Moderate / Watch,1709.2,2026-09-17,1779.9,2026-06-30,1806.4,1955.0,2026-07-06,1846.0,14,2026-07-21,1891.6,1,False,1.25,0.0,2026-07-24,1980.1,37.0,3/9,3/3,False,,,43210.0,278836.0,0.15,,,,,,,,,,Breakout already played out (beyond recency window)
IIFL,STALE_BOS2,63.0,C - Moderate / Watch,594.4,2026-09-17,623.0,2026-08-10,625.9,641.65,2026-08-19,617.4,13,2026-08-21,679.8,1,False,1.32,0.0,2026-09-07,654.05,7.0,4/9,2/3,False,,,238996.0,3459493.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
ANGELONE,STALE_BOS2,63.0,C - Moderate / Watch,296.15,2026-09-17,334.95,2026-05-21,339.65,351.0,2026-06-02,331.9,12,2026-06-15,352.3,1,False,0.88,0.0,2026-06-18,352.8,64.0,3/9,3/3,False,,,245985.0,6169255.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
BALAMINES,STALE_BOS2,63.0,C - Moderate / Watch,2179.9,2026-09-17,1956.0,2026-06-02,2016.1,2185.0,2026-06-05,1992.0,19,2026-06-30,2035.9,1,False,1.02,0.0,2026-07-02,2231.3,54.0,3/9,3/3,False,,,14796.0,264840.0,0.06,,,,,,,,,,Breakout already played out (beyond recency window)
BAJAJCON,STALE_BOS2,63.0,C - Moderate / Watch,509.55,2026-09-17,581.0,2026-06-09,582.2,591.9,2026-06-10,560.75,21,2026-07-01,614.55,1,False,0.96,0.0,2026-07-09,643.55,47.0,4/9,2/3,False,,,69359.0,942989.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
KRISHANA,STALE_BOS2,63.0,C - Moderate / Watch,183.26,2026-09-17,152.3,2026-07-23,155.75,170.15,2026-07-30,162.4,28,2026-08-19,194.3,1,False,1.01,0.0,2026-09-09,181.93,6.0,3/9,3/3,False,,,15184.0,711144.0,0.02,,,,,,,,,,Breakout already played out (beyond recency window)
NINSYS,STALE_BOS2,63.0,C - Moderate / Watch,707.7,2026-09-17,757.2,2026-06-23,775.1,811.0,2026-06-25,750.0,17,2026-07-16,893.55,1,False,0.96,0.0,2026-07-20,898.2,40.0,3/9,3/3,False,,,17.0,3356.0,0.01,,,,,,,,,,Breakout already played out (beyond recency window)
AXISCADES,STALE_BOS2,62.7,C - Moderate / Watch,1736.6,2026-09-17,1751.9,2026-04-16,1797.4,1919.0,2026-04-21,1845.1,9,2026-04-30,2008.5,1,False,1.01,0.0,2026-05-04,2054.8,95.0,5/9,3/3,False,,,10514.0,168531.0,0.06,,,,,,,,,,Breakout already played out (beyond recency window)
DYNAMATECH,STALE_BOS2,62.7,C - Moderate / Watch,12235.0,2026-09-17,10950.0,2026-04-22,11541.0,12240.0,2026-04-27,11561.0,6,,,0,False,0.95,0.0,2026-05-06,12383.0,95.0,8/9,3/3,False,,,6977.0,14875.0,0.47,,,,,,,,,,Breakout already played out (beyond recency window)
CEIGALL,STALE_BOS2,62.7,C - Moderate / Watch,388.85,2026-09-17,312.45,2026-04-21,322.5,335.0,2026-04-24,322.0,5,,,0,False,1.25,0.0,2026-05-04,342.05,98.0,8/9,3/3,False,,,14453.0,678905.0,0.02,,,,,,,,,,Breakout already played out (beyond recency window)
ENTERO,STALE_BOS2,62.7,C - Moderate / Watch,1750.0,2026-09-17,1390.0,2026-08-11,1427.2,1467.8,2026-08-19,1380.6,6,2026-08-21,1423.6,1,False,1.15,0.0,2026-08-27,1753.5,13.0,5/9,3/3,False,,,12715.0,411020.0,0.03,,,,,,,,,,Breakout already played out (beyond recency window)
INDORAMA,STALE_BOS2,62.7,C - Moderate / Watch,86.7,2026-09-17,66.45,2026-09-01,68.01,72.0,2026-09-02,65.5,5,,,0,False,1.3,0.0,2026-09-09,86.13,6.0,8/9,3/3,False,,,114030.0,1678964.0,0.07,,,,,,,,,,Breakout already played out (beyond recency window)
SHREEPUSHK,STALE_BOS2,62.7,C - Moderate / Watch,513.55,2026-09-17,448.0,2026-08-25,454.1,467.45,2026-08-31,440.8,5,,,0,False,1.21,0.0,2026-09-07,514.9,7.0,8/9,3/3,False,,,16813.0,146307.0,0.11,,,,,,,,,,Breakout already played out (beyond recency window)
YUKEN,STALE_BOS2,62.7,C - Moderate / Watch,1131.4,2026-09-17,827.4,2026-08-12,846.2,869.0,2026-08-17,812.0,9,2026-08-28,993.4,1,False,1.34,0.0,2026-08-28,993.4,11.0,6/9,2/3,False,,,1197.0,30764.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
SIS,STALE_BOS2,62.4,C - Moderate / Watch,421.55,2026-09-17,369.9,2026-05-04,400.5,418.85,2026-05-06,387.75,21,2026-05-29,402.8,2,False,0.85,0.0,2026-06-04,424.0,72.0,5/9,2/3,False,,,4136.0,298646.0,0.01,,,,,,,,,,Breakout already played out (beyond recency window)
GUFICBIO,STALE_BOS2,62.4,C - Moderate / Watch,424.2,2026-09-17,360.0,2026-06-03,361.95,373.9,2026-06-04,350.5,17,2026-06-23,370.25,2,False,1.11,0.0,2026-06-29,386.3,55.0,5/9,2/3,False,,,4301.0,114610.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
ABCAPITAL,STALE_BOS2,62.3,C - Moderate / Watch,385.6,2026-09-17,377.25,2026-06-22,391.95,399.35,2026-06-29,384.05,24,2026-07-27,400.45,2,False,0.91,0.0,2026-07-31,404.3,33.0,4/9,3/3,False,,,90523.0,2507824.0,0.04,,,,,,,,,,Breakout already played out (beyond recency window)
RAYMOND,STALE_BOS2,62.3,C - Moderate / Watch,979.1,2026-09-17,617.9,2026-07-06,622.85,632.0,2026-07-08,590.6,26,2026-08-03,602.0,2,False,1.25,0.0,2026-08-13,642.0,23.0,6/9,1/3,False,,,768619.0,4327064.0,0.18,,,,,,,,,,Breakout already played out (beyond recency window)
JGCHEM,STALE_BOS2,62.3,C - Moderate / Watch,591.05,2026-09-17,527.0,2026-08-05,548.25,560.0,2026-08-07,534.55,15,2026-08-28,651.3,2,False,1.45,0.0,2026-08-28,651.3,12.0,4/9,3/3,False,,,32049.0,590355.0,0.05,,,,,,,,,,Breakout already played out (beyond recency window)
BANDHANBNK,STALE_BOS2,61.7,C - Moderate / Watch,174.25,2026-09-17,190.23,2026-04-29,198.3,212.66,2026-05-05,204.1,30,2026-06-12,204.6,3,False,0.84,0.0,2026-06-16,216.74,67.0,5/9,3/3,False,,,944359.0,7923848.0,0.12,,,,,,,,,,Breakout already played out (beyond recency window)
GARFIBRES,STALE_BOS2,61.7,C - Moderate / Watch,805.7,2026-09-17,773.0,2026-06-19,796.4,818.65,2026-06-29,713.7,28,2026-08-03,761.6,3,False,1.06,0.0,2026-08-06,838.85,27.0,6/9,2/3,False,,,2202.0,63701.0,0.03,,,,,,,,,,Breakout already played out (beyond recency window)
STEL,STALE_BOS2,60.0,C - Moderate / Watch,618.0,2026-09-17,589.4,2026-06-15,616.6,657.3,2026-06-18,571.55,52,2026-08-13,560.4,3,False,0.97,0.0,2026-08-31,661.2,10.0,6/9,3/3,False,,,475.0,5438.0,0.09,,,,,,,,,,Breakout already played out (beyond recency window)
IOC,STALE_BOS2,59.7,C - Moderate / Watch,135.01,2026-09-17,174.5,2026-02-05,175.77,180.9,2026-02-09,175.0,12,2026-02-18,178.74,1,False,1.02,0.0,2026-02-25,183.03,141.0,3/9,2/3,False,,,894937.0,6770518.0,0.13,,,,,,,,,,Breakout already played out (beyond recency window)
POWERINDIA,STALE_BOS2,59.7,C - Moderate / Watch,30835.0,2026-09-17,23140.0,2026-02-18,23569.0,23717.0,2026-02-20,22700.0,11,2026-03-05,25305.0,1,False,1.42,0.0,2026-03-10,25225.0,132.0,3/9,2/3,False,,,22187.0,80066.0,0.28,,,,,,,,,,Breakout already played out (beyond recency window)
